source,author,title,review_text,rating,bank
Google,Kussy Nation,,Good ♥️,5,Bank Muscat
Google,MD Naimul Karim,,wow,5,Bank Muscat
Google,Jayesh Thanki,,good service,5,Bank Muscat
Google,Tariq Al-Balushi,,😍😘,5,Bank Muscat
Google,Mohashin Sheikh,,Oman excellent service Bank Muscat,5,Bank Muscat
Google,Rathod Sandip,,it's nice and very easy app for using and sand money for everything it's fine,5,Bank Muscat
Google,Hridoy Bhuiya,,Very Good Service,5,Bank Muscat
Google,S. Harthy,,"They r ok in some areas, i just moved back my A/c after many years, i found them slow and complicated when opening a new A/c & cose they refused to open a current A/c unless your salary goes there, even if i didn't need a chq book now, but how can ur salary go there when u don't have an A/c, like Egg & Chicken story",3,Bank Muscat
Google,Taibah Wasif,,Good Job bank Muscat Good App,4,Bank Muscat
Google,Mundi Sunday Samuel,,easy to use,5,Bank Muscat
Google,Mahmoud Y. Ahmed,,"Urgent plz, regarding open Fixed Deposit account service, the Interset Instructions List of value has an issue and dose not contains months options for frequency !! .ex .. I try to open 12 month fixed deposit, and can not set the Interset Instructions to be monthly, or 3 months .. only re-investment entry is there .. Kindly check and help ASAP.",2,Bank Muscat
Google,Mohsin Riaz,,Good,5,Bank Muscat
Google,Ram Jangir,,very much comfortable and safe,5,Bank Muscat
Google,Saud Salim,,مشاكل في الدخول و اظهار تفاصيل الحساب كما ان البرنامج يغلق بعد دقيقة من الدخول!!,1,Bank Muscat
Google,MD RAKIB,,good app,5,Bank Muscat
Google,Amirjurr Amirjutt,,good work,5,Bank Muscat
Google,mehedi hasan,,it was great for us.easy to use and no more Extra problem. thank you muscat bank.,5,Bank Muscat
Google,KHAN Express খান এক্সপ্রেস,,"this app is good.I want this app to be upgraded to make it easier for international transfers, it would be good for the general public.",4,Bank Muscat
Google,Amr Hassan,,WORST mobile apps made by BM!,1,Bank Muscat
Google,Ahmed Dawood,,"I have a question not related to app, I'm wondering when Bank Muscat will enable Google Pay service?? currently only Sohar Bank the first one to offer this service.......",4,Bank Muscat
Google,Josue Emiel Ogoy,,"Why Almost 2 weeks fot trying, I can not sign up. 😥",1,Bank Muscat
Google,Badolo Safoura,,"very nice system, i appreciate it ❤️",5,Bank Muscat
Google,Heleen-Marie Viljoen,,"when it doesn't work it's terrible trying to register a new device. I made certain that I'm using the correct number, added extra data,airtime and sms's along with Roaming data... only for the otp message to continuesly fail.... on the older device the app won't allow me to access my card transfer limits to adjust it... when I want to make a transfer it only says you can't use an account with credit or debit card limits. what use are you if I can't use it",1,Bank Muscat
Google,Masum Talukder,,good,1,Bank Muscat
Google,Umar Faruk,,wonderful,5,Bank Muscat
Google,Sadiah Baloch,,it's only good for money transfer,2,Bank Muscat
Google,Mohamed Baloch,,best App yesy for use,2,Bank Muscat
Google,MD Minhaj,,good,5,Bank Muscat
Google,Ramjan Khan,,Bank muscat this mobile not install,5,Bank Muscat
Google,Kap Vhia,,Convenient and easy to use application also a very helpful customer service. Thank you team Bank Muscat,5,Bank Muscat
Google,Jahirul Islam Foyez,,good 👍,5,Bank Muscat
Google,Sohail aulakh,,goos warkimg,5,Bank Muscat
Google,David Vijay,,good,5,Bank Muscat
Google,Md Aladin,,nice,5,Bank Muscat
Google,Oman Ala fojiii,,very good,5,Bank Muscat
Google,viju jenif,,very good,5,Bank Muscat
Google,Maedeh Mohit,,it does not work with vpn,1,Bank Muscat
Google,Probal Bishwas,,"very good experience so far, hope for same good services till dacades.",5,Bank Muscat
Google,Kashmire Munda,,it's easy to used and very good app highly recommend bank muscat 👍,5,Bank Muscat
Google,Waqas Ahmed,,So good bank muscat,5,Bank Muscat
Google,Bilal Butt,,I am very happy for your agent service good bank muscat,5,Bank Muscat
Google,Vijayknair Kannur,,good serves,5,Bank Muscat
Google,Tishan Nethma,,good,5,Bank Muscat
Google,Saifal Maluk,,very pathetic it gives only few seconds to transfer payment otherwise timeout error n you have to re login. attempted many tries and it wasted my time. seems make transfer while going through many screen fast as much as possible which can lead you to make a mistake.,1,Bank Muscat
Google,Asim Hashmi,,Hi when I entered as new user they r asking me to contact customer I cannot able to get OTP to login,1,Bank Muscat
Google,Mudassir Alvi,,Nice and convenient easy to use,4,Bank Muscat
Google,Vishnu Navani,,good,5,Bank Muscat
Google,Mohsin Ahmed,,although it's a smoth app,4,Bank Muscat
Google,Saiful Islam,,good,5,Bank Muscat
Google,yasar pc,,It would have been better if cardless service had been included.,5,Bank Muscat
Google,owaish shaikh,,excellent,5,Bank Muscat
Google,Mohammed Rasik Thajudheen,,Please inform the customers regarding the updates .,5,Bank Muscat
Google,ANAND S S,,"Now your updation is very good, I enjoy it, I have a request, I have OnePlus mobile with NFC option, bank muscat NFC payments is now available Samsung mobiles and apple, could you please add all androids,it's better to use us. Thank you",4,Bank Muscat
Google,Syed Zakir,,Why not open this app,5,Bank Muscat
Google,shihab otp,,goog,5,Bank Muscat
Google,Circle it,,easy to use,5,Bank Muscat
Google,YOUSUF ALKHANJARI,,add tap to pay by Google soo we can use Google wallet easy,4,Bank Muscat
Google,Arafat Hossen,,good sarvis,5,Bank Muscat
Apple,ShabadN,Mob App stucks randomly,"Mobile app not opening and it close by itself. I tried to re-install the app again and again. Still no way.

Rest all other mobile apps work well on my phone.",1,Bank Dhofar
Apple,بدر🤚🏻,حسابات الاطفال,"متى تربطوا حسابات الاطفال مع حساب الاب مثل بعض البنوك
حساب الطفل موجود في نفس البرنامج للاب او الوصي",3,Bank Dhofar
Apple,Mohamed Azri,Super app,Super and wow app,5,Bank Dhofar
Apple,Pilot-EMC 007,Apple pay is not working,"Supposed to support Apple pay, but still not configured as it shows “the region setting for this device cant be used with Apple pay”",1,Bank Dhofar
Apple,AQQQz.,تحسين التطبيق,التطبيق ممكن اقبله لو كان من بنك اخر لكن بنك ظفار عودنا على الرياده فالمجال التقني، التطبيق يحتاج مميزات اضافيه و أعاده تصميم، التصميم الحالي كأنه موقع,2,Bank Dhofar
Apple,🥹🥹💕💕,The app,You really need to enhance your app we save our money with you!!! It always says we cannot transform money to a number or whatever you just take the money after a sec you return it as well we do that to transform to  other people not to return the money to us back! It just always say the system not responding!!!!,1,Bank Dhofar
Apple,ha0042,ظفار pay,ظفار باي لايعمل على الايفون,1,Bank Dhofar
Apple,omair101,يحتاج تحديث للخدمات,التطبيق يحتاج تطويره أكثر من كذا و ينقصه بعض الخدمات,2,Bank Dhofar
Apple,khfschycjk,التطبيق لايعمل على كل الخيارات,تصنيف ضعيف جدا وغير صالح للاستخدام,1,Bank Dhofar
Apple,Al Noman Al Sedrani,Crash,App crashes alot,1,Bank Dhofar
Apple,7lm211,App issue,The app for some reason is not opening and it close by itself.,3,Bank Dhofar
Apple,amer994656,تم ايقاف التطبيق لفتره طويلة,لقد توقف التطبيق لفتره طويلة و تسبب لي بخسائر كبيرة,1,Bank Dhofar
Apple,Soma.88,Needs an update,The app keeps crashing at times also the transfers via mobile number doesn't work,1,Bank Dhofar
Apple,السيف المأثور,ولاية عبري,بنك ظفار الوحيد في السلطنة الذي يأخذ مبلغ عند التحويل عبر الهاتف النقال ، لماذا ؟ وباقي البنوك لم تأخذ أبداً.,1,Bank Dhofar
Apple,Sigmamanalive,Useless app,It doesn’t work at all its useless app I tried to change things at the settings but it wont get right,1,Bank Dhofar
Apple,Yasriiiittii,Worst app,"What’s this!! Half of the time the app is not accessible, this is very irritating!! This is a sign that I have to change the bank",1,Bank Dhofar
Apple,Ahhaalgh,Very bad application,Very bad application and laggy,1,Bank Dhofar
Apple,Shwakhie,Feedback,اول مره اشوف برنامج زباله لذي الدرجه,1,Bank Dhofar
Apple,3.rarx,سس,ياخي التطبيق مو راضي يحول فلوس ولا يسوي شي حلوا المشكلة,1,Bank Dhofar
Apple,طارق١١٩٩٧٧٥٥,Personal shortcuts not working,Personal shortcuts page is not working There is a problem with the application,2,Bank Dhofar
Apple,zainad123@,Dosent work properly,bad app,1,Bank Dhofar
Apple,عماني و ‏دمي فلسطيني,غير جيد,ليش ماشي لغة عربية في تطبيق,1,Bank Dhofar
Apple,aljeneral1988,تاريخ انتهاء القرض ماموجود,فالتطبيق القدم كان موجود في هذا غير موجود وكثر خدمات ماموجوده نحدثه كذا بس فالفاضي مايزيد شي نخسر فلوس بس,5,Bank Dhofar
Apple,LINISMAIL,Getting errors and previous version was better,Often facing issues with the application I need to process a transaction & getting error message etc,1,Bank Dhofar
Apple,اهتموا فيها,لايوجد لغة عربية,أسوأ برنامج بنكي على الاطلاق ، حسنو البرنامج قبل لا نلغي حساباتنا من بنككم نهائيا 😒😒,1,Bank Dhofar
Apple,خدوج ام الصروم,اسوء شي,سيئ و دومه معلق,1,Bank Dhofar
Apple,Adil al Ismaili,Crush,"The app keeps on crushing, unable to login. No QAQC what so ever.",1,Bank Dhofar
Apple,سمسميتً,ً,وش ذا التطبيق الخايس,1,Bank Dhofar
Apple,Si90410,Most of the time not working,"Very bad application, most of the time not working even after the latest update",1,Bank Dhofar
Apple,A.yousufi,اسواء برنامج بنكي ف عمان (بعد التحديث)التحويل الفوري لا يعمل وتم عمل بلاغ بدون استجابة للاسف,اسواء برنامج بنكي ف عمان (بعد التحديث)التحويل الفوري لا يعمل وتم عمل بلاغ بدون استجابة للاسف,1,Bank Dhofar
Apple,Fatma alwahaibi,Unable to use the app,Please check ur app,1,Bank Dhofar
Apple,AliBinHd,Doesn’t work,Very bad app doesn’t allow me to login and can’t fix it with call center etc.,1,Bank Dhofar
Apple,S.i albalushi,Language!!,"How to change the language I couldn’t find any option !
Please provide me how to",1,Bank Dhofar
Apple,malak meem,Bad,24 ساعه يتعذر التحويل وكله أخطاء,1,Bank Dhofar
Apple,أنا فلسطين,الرجاء التعديل,"البرنامج شكلياً جميل و لكن عملياً معقد 
القبلي اكثر سلاسه و سهوله !!
الى الان ما عرفت اغير اللغه بحثت كل مكان
مع ان هالشي مفروض ف قسم ""الضبط"" اول خانه !!!",2,Bank Dhofar
Apple,الاسد007,👍🏻,99%,4,Bank Dhofar
Apple,Ibrahim AlBadi,التنبيهات,تنبيهات الدخول لا يمكن الغائهن,2,Bank Dhofar
Apple,ام الزيين_,معقد وايد وكل الحسابات الي معي انحذفت ما عرفت اتصرف فيه رجعو التطبيق القبلي ابرك,معقد,1,Bank Dhofar
Apple,Mohdreda1958,التحديث,برنامج معقد اعتقد السابق كان اسهل ومرن,3,Bank Dhofar
Apple,Joseph__0xfffffff,A huge dislike for the new app,What a freaking stupid app. Get us the old version now!!!!’n,1,Bank Dhofar
Apple,kajsiwnhk,رجعو التطبيق القديم تطبيق سيىء,تحديث سيء جدا رجعو التطبيق القديم ولا بنغير بنك ثاني,1,Bank Dhofar
Apple,سيسرون بن سعيد,نرجو حل الاشكال,"ما رضى يفتح في الايفون برو فتح في البداية وحاليا توقف .. تعطلت
عملتم تحديث ومازال الاشكال موجود",1,Bank Dhofar
Apple,omann443,لايعمل,بنك مسقط والرب حافظ,1,Bank Dhofar
Apple,طيب؟,اتمنى تعملوا على تعديل اللغة العربية,وين اللغة العربية بالتطبيق !!؟ المفروض بكون في خيار تغيير اللغة التطبيق سيئ,2,Bank Dhofar
Apple,ولد شناص,لا يعمل معي البرنامج بنك ظفار,لا يعمل معي البرنامج بنك ظفار,1,Bank Dhofar
Apple,jmajmahs,الشرقيه,الله لاجزاكم خير انتو ويا هتحديث لي يفقع الكبد,1,Bank Dhofar
Apple,N.Abu-Ali,اللغة العربية,هل  استطيع ان اغير اللغة الانجليزية الى اللغة العربية؟,5,Bank Dhofar
Apple,umroza,نهاد,للاسف البرنامج الجديد محى اي حسابات موجودة بالبرنامج القديم معنى ذلك اننا نرجع من الاول نضيف الحسابات مرة اخرى للاسف الشديد,2,Bank Dhofar
Apple,zairallayl,لا يدعم الغة العربية,لا يدعم الغه العربية,3,Bank Dhofar
Google,A Google user,,all too difficult. bb,1,Bank Dhofar
Google,Anish Yadav,,I love this app,5,Bank Dhofar
Google,HisHighness Abdulla,,I noted your apologies but what happend after ? I feel guilty for opned a account in sohar international. back office service so.bad they are taking 3 to 4 weeks time for small paper work. after complaints there is not replay of emails....,1,Bank Dhofar
Google,Jamila Alharthi,,ممتازة,5,Bank Dhofar
Google,Md.Jumman Bepari,,"dear sohar international bank please add the mobile number change option in this apps,",1,Bank Dhofar
Google,Arvind Kumar Choudhary,,very good aap,5,Bank Dhofar
Google,Janet Atieno,,went to the bank to change the new number since the number I used first is not active but still I can't access my account without OTP number which is being send in the old number this is draining 😭.,1,Bank Dhofar
Google,Paripelli Rupesh,,good,5,Bank Dhofar
Google,Deepak Yadav,,very good,5,Bank Dhofar
Google,bangla desh,,nice app,5,Bank Dhofar
Google,Waleed Albarwani,,"dear sohar bank team, Will you clarify why all the time the app dose not work? I just had enough I am moving to bank muscat instead..in critical times we want to transfer through the app and it say maintenance or doesn't work at all..",1,Bank Dhofar
Google,Muhamad Rafeek,,"Sohar Bank is improved a lot within the last year and achieved international standards. As an indian, i have experienced many benefits like there's no service fee for the international transfer to India and will be credited instantly , faster than any other bank in Oman. The mob app of Sohar bank is excellent, very easy and user friendly. The beneficieries via mob app can be added with minimum details and avtivated immediately.",5,Bank Dhofar
Google,MUFEED RAHMAN.A,,still this bank services 1950 year . to much take time if need any service from Branch,1,Bank Dhofar
Google,Ayman Zadjali,,"1 star for there's no option for changing mobile number like bank muscat, I visited 2 times sohar international branch Souq Al Seeb but there staff are too busy they was dealing with 1 customer 2 hours I waited for them 3 hours but they didn't have time they are tooo slow, imagine I was waiting 3 hours for only changing the mobile number, If sohar international improve this option in application I'm going to thank them",1,Bank Dhofar
Google,Sabe Mirza,,very impressed 👏,5,Bank Dhofar
Google,Hajer Belochi,,not user friendly,1,Bank Dhofar
Google,Durga Ghimire,,Good,5,Bank Dhofar
Google,Vishal Manakkattu,,"Terrible. This is the worst banking app I have ever used. Whenever I need to log in, it takes too much time to load the login interface. The login time is also very slow. Transactions are also very slow. It needs to learn from other banking app developers in Oman. For example, Bank Muscat takes only seconds to log in and complete other transactions.",2,Bank Dhofar
Google,AGUSTIN SHAJI T,,good app,5,Bank Dhofar
Google,Parag V,,"App not responding most of the times. Frequent issues. Cannot use the app after latest udpate on WiFi, works only on mobile data",1,Bank Dhofar
Google,Thai lover lover,,اواجه مشكلة اليوم في التطبيق ولا يمكنني التسجيل او إرسال الاموال,5,Bank Dhofar
Google,Naresh Ravi,,"I'm unable to recharge the Friendi or Oordee number via Sohar Bank app, please check the number, please fix.",3,Bank Dhofar
Google,Muhammad Kaleemullah,,All Good but colour not suitable for day in app colour,5,Bank Dhofar
Google,Omar faruk,,nice,5,Bank Dhofar
Google,Muhammad Asif,,super Service and best Bank .,5,Bank Dhofar
Google,BILAL KHAN,,my app is not working automatically stops. what is the issue.,2,Bank Dhofar
Google,ali ali,,good,3,Bank Dhofar
Google,Salim Al Hajri,,"It's stuck and not able to open the app. It's so useless and very inconvenient . Always, there's a glitch",1,Bank Dhofar
Google,Sam Kigozi s.,,"I changed phones and I have called the customer service team but they have not helped they say i reinstall app, which i have done twice but can't work. so for several days i cant transact. its awful",1,Bank Dhofar
Google,Imran Jutt,,sir please Also include the method for changing the mobile number. add your mobile app,2,Bank Dhofar
Google,Muzaffar Jamil,,there should be an option to update mobile number,4,Bank Dhofar
Google,Fariborz Mansour-Ghanaei,,This application has problems such as freezing and not being able to log in easily.,5,Bank Dhofar
Google,Sharif Rocke,,Nice,5,Bank Dhofar
Google,Pintu Sheikh,,very good,4,Bank Dhofar
Google,Sourav Barua,,nice one👍,5,Bank Dhofar
Google,Haider Al Lawati,,Great Bank and App!,5,Bank Dhofar
Google,GURUDAS SHANBHAG,,superrrrrr,4,Bank Dhofar
Google,Abdul Jabbar,,Excellent,5,Bank Dhofar
Google,Muhammad Murshid,,Not working,1,Bank Dhofar
Google,Odiaka Uzorka,,Very nice app,5,Bank Dhofar
Google,Osam Alawi,,"OTP received after 3 to 5 minutes and sometimes never If you do transactions over the weekend(eg from Bank Muscat to SIB via IBFT) Account never updated many other issues.. with this bank Hence go from worst to bad, try Bank Muscat",1,Bank Dhofar
Google,Amr Abulmaged,,"The bank app has new features I'm not recommended at all. Don't ever think of using the app for flight booking. That's my experience. Took almost a week to get a ticket, even the payment done immediately after submission. Awful experience",1,Bank Dhofar
Google,Fakrul Islam,,Good,5,Bank Dhofar
Google,sreekutty t.s,,"Am satisfied with app, especially international &gcc transaction but cannot make payment to the nri account",5,Bank Dhofar
Google,XAVIER MARIYADAS,,EXLANNT,5,Bank Dhofar
Google,Shaikh Mohammad Nadeem,,Great and so easy to work and any transaction I loved it,5,Bank Dhofar
Google,Hamburg Castle,,This is great apps and bunk,5,Bank Dhofar
Google,MAHENDRAN SEEMAAN,,Still lot of issues facing this app! Even debit card show bad card! Wrost experience then ever!,1,Bank Dhofar
Google,Zunair Jutt,,Nice,5,Bank Dhofar
Google,Deepu krishna K,,"I cant transfer fund to india, option for india in beneficiary is not showing",1,Bank Dhofar
Google,om prakash,,excellent service 💯,5,Bank Dhofar
Google,ayub raja,,Very good,5,Bank Dhofar
Google,ROMMAN AHMED,,Good,5,Bank Dhofar
Google,Shahnoor Mehr,,Excellent Banking,5,Bank Dhofar
Google,Raees Pcv,,Good app,5,Bank Dhofar
Google,Sourav,,"Initially the service was good to grasp customers. But recently it is noted that they are recruiting under experienced staffs for customer service who don't or unable to answer most of the queries. The response they provide is raise it in the App and it will be resolved. When I raise it app, I get a response contact the bank for support. If this is the response for every query is raise then what is the requirement to have a customer service???",2,Bank Dhofar
Google,Rashid Ali,,Good,3,Bank Dhofar
Google,Islampur Gaibandha,,"It's very bad experience, When i gonna opn the apps it's automaticly crush.",3,Bank Dhofar
Google,Mohamed Hassan Soorow,,I'm interested,5,Bank Dhofar
Google,Khalid Al Maamari,,"Great app saves me a lot of time, and I can do all banking services through it.",5,Bank Dhofar
Google,Basharat Ali,,Good service,5,Bank Dhofar
Google,Harikeshsingh Yadav,,Very good app and banking sohar international best in Oman okay 👍,5,Bank Dhofar
Google,Mohammad Rasal,,Verry good sarvice,5,Bank Dhofar
Google,MR nowshad khan,,Good,4,Bank Dhofar
Google,HARI NAIK,,very much disappointing services,1,Bank Dhofar
Google,Hamid Khan,,This is very good application,5,Bank Dhofar
Google,ja3fer ja3fer,,سئ جدا,1,Bank Dhofar
Google,Omani Omani,,Very professional and easy to use. Thanks Sohar international bank 👍🏻,5,Bank Dhofar
Google,Seyed Mostafa Sekhavati,,"Good appearance but lots of problem. For example: you can't delete any beneficiary, if try for that you would drop on a awful loop with no consequences.",2,Bank Dhofar
Google,Abu Qabis Trading,,Best bank,5,Bank Dhofar
Google,Mohamed Daha,,Very satisfied sohar international bank,5,Bank Dhofar
Google,Sensei Kumar,,Everywhere free transfer,4,Bank Dhofar
Google,kumar,,Very bad app and worst customer service,1,Bank Dhofar
Google,Grandpower Amrat,,It's better system to fast,5,Bank Dhofar
Google,Afroz Siddque,,Good app,5,Bank Dhofar
Google,Said Al-Naamani,,Keep it up bank sohar and good luck,5,Bank Dhofar
Google,Riaz Abdul,,"The app gets hanged very frequently, even after updating many times.",2,Bank Dhofar
Google,Bright Bennett,,Practical,5,Bank Dhofar
Google,Haris Muccadam,,Amazing app Very easy to use 👌 !,5,Bank Dhofar
Google,Jamil Alriyami,,Not stable,2,Bank Dhofar
Google,Masoud Alghaithi,,"The best available, genuinely unique level",5,Bank Dhofar
Google,El King Maged,,Nice App,5,Bank Dhofar
Google,Md jakir Hossain,,Nice,5,Bank Dhofar
Google,Mohammed Abdallah,,Too much time taking to verify installing process.,1,Bank Dhofar
Google,Mbrpakquriyat,,Good luck,5,Bank Dhofar
Google,Mejbah Sagor,,nice,5,Bank Dhofar
Google,Nawazish Ali,,Nawazish Asi good service,5,Bank Dhofar
Google,Arman Arman,,Alhamdulillah good app,5,Bank Dhofar
Google,Salim Man,,تحسن التطبيق بشكل كبير فقط فيه توجد مشكلة بسيطة عند تسجيل الخروج التطبيق يتوقف عن العمل,4,Bank Dhofar
Google,Rashid KV,,APPLICATION IS NOT OPENING AT ALL....,1,Bank Dhofar
Google,Mohammed Imran,,Nice,5,Bank Dhofar
Google,Irshad ansari,,Sohar international is very good bank,5,Bank Dhofar
Google,ALAM JAHANGIR,,Very good Mobile banking ❤️❤️❤️🌹🌹🌹💝💝💝,5,Bank Dhofar
Google,Jabed Vai,,Nice App,5,Bank Dhofar
Google,Wajid Mohammed,,"The new app is useful, but after making each payment, it will not be responsive unless you re login again.",4,Bank Dhofar
Google,Krishna Moorthy,,Good,5,Bank Dhofar
Google,Muhammad Haris,,Amazing app,5,Bank Dhofar
Google,A. Malik Al Balushi,,Perfect banking,5,Bank Dhofar
Google,Sharin Shahin,,Very good,5,Bank Dhofar
Google,sanjay shah,,Superb 👌👌👍👍,5,Bank Dhofar
